0.015, -3
0.02, -3
0.05, -3
0.025, -3
0.01, -2.83333
0.03, -3
0.055, -3
0.06, -2.5
0.07, -3
0.065, -2.66667
0.125, -2.98232
0.135, -2.99856
0.14, -3
0.005, -2.83333
0.12, -2.9864
0.13, -3
0.115, -2.49976
0.095, -3
0.1, -2.97789
0.18, -3
0.175, -3
0.185, -3
0.19, -3
0.22, -2.99999
0.08, -3
0.195, -2.49249
0.075, -3
0.11, -2.87784
0.105, -3
0.2, -3
0.225, -2.99999
0.24, -2.99998
0.21, -2.99999
0.15, -2.99627
0.25, -2.99996
0.46, -2.99105
0.265, -2.99993
0.27, -2.99992
0.085, -2.88598
0.17, -3
0.145, -2.99876
0.245, -2.99997
0.215, -2.99999
0.23, -2.99999
0.165, -3
0.205, -3
0.235, -2.99998
0.29, -2.99981
0.26, -2.99994
0.09, -2.79497
0.16, -2.99973
0.155, -3
0.255, -2.99996
0.295, -2.99979
0.3, -2.99972
0.285, -2.99984
0.475, -2.98885
0.445, -2.99284
0.44, -2.99333
0.45, -2.99225
0.435, -2.99391
0.275, -2.99989
0.28, -2.99986
0.345, -2.999
0.35, -2.99885
0.42, -2.99522
0.415, -2.99562
0.425, -2.99484
0.365, -2.99846
0.37, -2.99818
0.385, -2.99755
0.4, -2.99667
0.375, -2.99799
0.395, -2.99701
0.38, -2.99774
0.47, -2.98962
0.39, -2.9973
0.325, -2.99944
0.355, -2.99874
0.33, -2.99931
0.315, -2.99956
0.335, -2.99926
0.32, -2.99949
0.36, -2.99859
0.34, -2.45464
0.505, -2.98355
0.305, -2.9997
0.31, -2.99963
0.43, -2.99432
0.405, -2.99628
0.41, -2.99601
0.59, -2.95969
0.595, -2.95779
0.495, -2.98533
0.5, -2.98457
0.48, -2.98814
0.49, -2.98636
0.485, -2.98725
0.455, -2.99171
0.585, -2.96141
0.465, -2.99033
0.545, -2.97417
0.53, -2.97798
0.54, -2.97548
0.535, -2.97677
0.55, -2.97286
0.525, -2.97932
0.51, -2.98264
0.52, -2.98041
0.515, -2.98152
0.6, -2.95575
0.64, -2.93872
0.65, -2.93374
0.645, -2.93615
0.635, -2.94091
0.56, -2.96992
0.57, -2.9665
0.565, -2.96815
0.58, -2.96331
0.575, -2.9651
0.555, -2.97133
0.625, -2.94521
0.62, -2.94751
0.63, -2.94291
0.605, -2.95372
